Album,Artist,Year,URL,Track number,Track name,Filename,ID,Folder,Correct folder
Reich/Ghoul Single,The Cavemen,2015,http://thecavemennz.bandcamp.com,1,Rides With The Reich,The Cavemen - Reich-Ghoul Single - 01 Rides With The Reich.flac,3803,The Cavemen - Reich-Ghoul Single,The Cavemen - Reich-Ghoul Single
audience free noise,the complex engine,2014,http://music.thecomplexengine.com,1,skin,the complex engine - audience free noise - 01 skin.flac,3805,the complex engine - audience free noise,the complex engine - audience free noise
Hints EP,The Conjurors,2015,http://theconjurors.bandcamp.com,1,Hints,The Conjurors - Hints EP - 01 Hints.flac,3809,The Conjurors - Hints EP,The Conjurors - Hints EP
Lifetime of Secretion,The Dance Asthmatics,2015,http://meltedicecream.bandcamp.com,1,Liquid Lunch,The Dance Asthmatics - Lifetime of Secretion - 01 Liquid Lunch.flac,3814,The Dance Asthmatics - Lifetime of Secretion,The Dance Asthmatics - Lifetime of Secretion
Vaxscene,The Deep Six,2013,http://thedeepsix.bandcamp.com,1,Vaxscene,The Deep Six - Vaxscene - 01 Vaxscene.flac,3819,The Deep Six - Vaxscene,The Deep Six - Vaxscene
"Please speak positive, delicate flower",The DHDFD's,2015,http://hellisnowlove.bandcamp.com,1,Work Function,"The DHDFD's - Please speak positive, delicate flower - 01 Work Function.flac",3821,The DHDFD's - Please speak positive- delicate flower,The DHDFD's - Please speak positive- delicate flower
The Dilfs,The Dilfs,2014,http://thedilfs.bandcamp.com,1,The Dilfs,The Dilfs - The Dilfs - 01 The Dilfs.flac,3829,The Dilfs - The Dilfs,The Dilfs - The Dilfs
A Doubtful CubaDupa,The Doubtful Sounds,2015,http://thedoubtfulsounds.bandcamp.com,1,Where the Wind Blows,The Doubtful Sounds - A Doubtful CubaDupa - 01 Where the Wind Blows.flac,3840,The Doubtful Sounds - A Doubtful CubaDupa,The Doubtful Sounds - A Doubtful CubaDupa
The Echo Ohs/BOZO split Ep,THE ECHO OHs,2014,http://waistdeeprecords.bandcamp.com,1,Hush,THE ECHO OHs - The Echo Ohs-BOZO split Ep - 01 Hush.flac,3846,The Echo Ohs-BOZO split EP - The Echo Ohs-BOZO split Ep,The Echo Ohs-BOZO split EP - The Echo Ohs-BOZO split Ep
Spanning Time... the Extravaganza Stanza,The Empty's Response,2014,http://dysthymia.bandcamp.com,1,Spanning Time (Healing - Escaping - Ascending),The Empty's Response - Spanning Time___ the Extravaganza Stanza - 01 Spanning Time (Healing - Escaping - Ascending).flac,3848,The Empty's Response - Spanning Time___ the Extravaganza Stanza,The Empty's Response - Spanning Time___ the Extravaganza Stanza
Emily,The Eversons,2015,http://theeversons.lilchiefrecords.com,1,Emily,The Eversons - Emily - 01 Emily.flac,3853,The Eversons - Emily,The Eversons - Emily
Stuart Drake is a Big Dumb Stupid Idiot Who Knows Nothing,The Fatalities,2014,http://thefatalities.bandcamp.com,1,Holiday Song,The Fatalities - Stuart Drake is a Big Dumb Stupid Idiot Who Knows Nothing - 01 Holiday Song.flac,3855,The Fatalities - Stuart Drake is a Big Dumb Stupid Idiot Who Knows Nothing,The Fatalities - Stuart Drake is a Big Dumb Stupid Idiot Who Knows Nothing
The Overwhelming Guilt,The Fatalities,2015,http://thefatalities.bandcamp.com,1,I Don't Believe in Ghosts,The Fatalities - The Overwhelming Guilt - 01 I Don't Believe in Ghosts.flac,3862,The Fatalities - The Overwhelming Guilt,The Fatalities - The Overwhelming Guilt
This Much Apathy Can't Be Healthy,The Fatalities,2013,http://thefatalities.bandcamp.com,1,'Brothers',The Fatalities - This Much Apathy Can't Be Healthy - 01 'Brothers'.flac,3872,The Fatalities - This Much Apathy Can't Be Healthy,The Fatalities - This Much Apathy Can't Be Healthy
telepylos / sandyford lines (blr11),the fractal skulls / adam willetts,2013,http://bunkland.bandcamp.com,1,the fractal skulls - a far off point,the fractal skulls - adam willetts - telepylos - sandyford lines (blr11) - 01 the fractal skulls - a far off point.flac,3877,the fractal skulls - adam willetts - telepylos - sandyford lines (blr11),the fractal skulls - adam willetts - telepylos - sandyford lines (blr11)
Doing It For The Fwawns,The Gobshite's Cookbook,2015,http://taurangamusicsux.bandcamp.com,1,State Terrorism Can Lick My Poohole,The Gobshite's Cookbook - Doing It For The Fwawns - 01 State Terrorism Can Lick My Poohole.flac,3886,The Gobshite's Cookbook - Doing It For The Fwawns,The Gobshite's Cookbook - Doing It For The Fwawns
Greatest Shits,The Gobshite's Cookbook,2015,http://taurangamusicsux.bandcamp.com,1,"A Stoat Baby Is Called A Kit, And It Has A Bigger Brain Than Donald Rumsfeld","The Gobshite's Cookbook - Greatest Shits - 01 A Stoat Baby Is Called A Kit, And It Has A Bigger Brain Than Donald Rumsfeld.flac",3889,The Gobshite's Cookbook - Greatest Shits,The Gobshite's Cookbook - Greatest Shits
Micro Pianist,The Gobshite's Cookbook,2015,http://taurangamusicsux.bandcamp.com,1,GOBSHITE,The Gobshite's Cookbook - Micro Pianist - 01 GOBSHITE.flac,3893,The Gobshite's Cookbook - Micro Pianist,The Gobshite's Cookbook - Micro Pianist
The Beer EP,The GON (Gods of Nothing),2004,http://the-gon.bandcamp.com,1,The Beer Orientation Song,The GON (Gods of Nothing) - The Beer EP - 01 The Beer Orientation Song.flac,3899,The GON (Gods of Nothing) - The Beer EP,The GON (Gods of Nothing) - The Beer EP
The Call,The Good Son,2014,http://thegoodsonnz.bandcamp.com,1,Won't You,The Good Son - The Call - 01 Won't You.flac,3907,The Good Son - The Call,The Good Son - The Call
Bottled Songs,The Grindstone Retribution,2015,http://thegrindstoneretribution.bandcamp.com,1,The Departure,The Grindstone Retribution - Bottled Songs - 01 The Departure.flac,3911,The Grindstone Retribution - Bottled Songs,The Grindstone Retribution - Bottled Songs
The Heart of Katherine,The Heart of Katherine,2014,http://theheartofkatherine.bandcamp.com,1,Baby Gives Her Love,The Heart of Katherine - The Heart of Katherine - 01 Baby Gives Her Love.flac,3925,The Heart of Katherine - The Heart of Katherine,The Heart of Katherine - The Heart of Katherine
Greetings from Vogeltown West,The Huhu,2007,http://thehuhu.bandcamp.com,1,New Years Revolution,The Huhu - Greetings from Vogeltown West - 01 New Years Revolution.flac,3929,The Huhu - Greetings from Vogeltown West,The Huhu - Greetings from Vogeltown West
he only says what the rest of us think,The Huhu,2011,http://thehuhu.bandcamp.com,1,Songs From the Karo Drive Precinct,The Huhu - he only says what the rest of us think - 01 Songs From the Karo Drive Precinct.flac,3933,The Huhu - he only says what the rest of us think,The Huhu - he only says what the rest of us think
none of us think... ever,The Huhu,2011,http://thehuhu.bandcamp.com,1,Advice from a fool in a position of power,The Huhu - none of us think... ever - 01 Advice from a fool in a position of power.flac,3939,The Huhu - none of us think___ ever,The Huhu - none of us think___ ever
"Knock, Knock! It's...",The Johos,2013,http://zero-style.bandcamp.com,1,Overblast,"The Johos - Knock, Knock! It's___ - 01 Overblast.flac",3948,The Johos - Knock- Knock! It's,The Johos - Knock- Knock! It's
Stargazing,The Lights That Guide Us Home,2015,http://thelightsthatguideushome.bandcamp.com,1,Stargazing,The Lights That Guide Us Home - Stargazing - 01 Stargazing.flac,3959,The Lights That Guide Us Home - Stargazing,The Lights That Guide Us Home - Stargazing
Artworks Theatre,The Lowest Fidelity,2014,http://willsaunders.bandcamp.com,1,You Came To Me,The Lowest Fidelity - Artworks Theatre - 01 You Came To Me.flac,3968,The Lowest Fidelity - Artworks Theatre,The Lowest Fidelity - Artworks Theatre
This Is The Life,The Lowest Fidelity,2015,http://thelowestfidelity.bandcamp.com,1,THE LOWEST FIDELITY,The Lowest Fidelity - This Is The Life - 01 THE LOWEST FIDELITY.flac,3974,The Lowest Fidelity - This Is The Life,The Lowest Fidelity - This Is The Life
The Methadonnas,The Methadonnas,2013,http://themethadonnas.bandcamp.com,1,Rock 'n' Roll,The Methadonnas - The Methadonnas - 01 Rock 'n' Roll.flac,3982,The Methadonnas - The Methadonnas,The Methadonnas - The Methadonnas
BRAT/JUDGE,The Moonrakers,2014,http://themoonrakers.bandcamp.com,1,Brat,The Moonrakers - BRAT-JUDGE - 01 Brat.flac,3993,The Moonrakers - BRAT-JUDGE,The Moonrakers - BRAT-JUDGE
Insistent Feet,The Moonrakers,2016,http://themoonrakers.bandcamp.com,1,Commodity Friendz,The Moonrakers - Insistent Feet - 01 Commodity Friendz.flac,3995,The Moonrakers - Insistent Feet,The Moonrakers - Insistent Feet
OLA !,The Moonrakers,2016,http://themoonrakers.bandcamp.com,1,Party Season,The Moonrakers - OLA ! - 01 Party Season.flac,3997,The Moonrakers - OLA !,The Moonrakers - OLA !
O-Toro!,The Moonrakers,2014,http://themoonrakers.bandcamp.com,1,o-toro,The Moonrakers - O-Toro! - 01 o-toro.flac,4001,The Moonrakers - O-Toro!,The Moonrakers - O-Toro!
PROPERTY MOSES,The Moonrakers,2014,http://themoonrakers.bandcamp.com,1,THE NEXT DEAL/BUT IT'S DIOR,The Moonrakers - PROPERTY MOSES - 01 THE NEXT DEAL-BUT IT'S DIOR.flac,4005,The Moonrakers - PROPERTY MOSES,The Moonrakers - PROPERTY MOSES
THE MOONRAKERS LIVE!,The Moonrakers,2014,http://themoonrakers.bandcamp.com,1,inferior television/superior television,The Moonrakers - THE MOONRAKERS LIVE! - 01 inferior television-superior television.flac,4018,The Moonrakers - THE MOONRAKERS LIVE!,The Moonrakers - THE MOONRAKERS LIVE!
The Moots EP,The Moots,2014,http://themoots.bandcamp.com,1,Tick The Box,The Moots - The Moots EP - 01 Tick The Box.flac,4020,The Moots - The Moots EP,The Moots - The Moots EP
Infinite,The Odd Chaps,2014,http://theoddchaps.bandcamp.com,1,Intro,The Odd Chaps - Infinite - 01 Intro.flac,4025,The Odd Chaps - Infinite,The Odd Chaps - Infinite
Reflect & React,The Odd Chaps,2013,http://theoddchaps.bandcamp.com,1,Reflect (Day),The Odd Chaps - Reflect & React - 01 Reflect (Day).flac,4038,The Odd Chaps - Reflect & React,The Odd Chaps - Reflect & React
Balise,The Projector Mix,2015,http://theprojectormix.bandcamp.com,1,Balise,The Projector Mix - Balise - 01 Balise.flac,4040,The Projector Mix - Balise,The Projector Mix - Balise
Manifest Density,The Prophet Motive,2014,http://taurangamusicsux.bandcamp.com,1,Proof (Once Summer's Started),The Prophet Motive - Manifest Density - 01 Proof (Once Summer's Started).flac,4041,The Prophet Motive - Manifest Density,The Prophet Motive - Manifest Density
Serious Beef EP,The Raw Nerves,2016,http://therawnerves.bandcamp.com,1,Serious Beef,The Raw Nerves - Serious Beef EP - 01 Serious Beef.flac,4054,The Raw Nerves - Serious Beef EP,The Raw Nerves - Serious Beef EP
Really Bad Apples,The River Jesters,2012,http://theriverjesters.bandcamp.com,1,I Get Lost,The River Jesters - Really Bad Apples - 01 I Get Lost.flac,4058,The River Jesters - Really Bad Apples,The River Jesters - Really Bad Apples
The Live EP,The River Jesters,2013,http://theriverjesters.bandcamp.com,1,In The Window (Kaikoura),The River Jesters - The Live EP - 01 In The Window (Kaikoura).flac,4067,The River Jesters - The Live EP,The River Jesters - The Live EP
Life On Dry Land,The Riverfish,2015,http://theriverfish.bandcamp.com,1,Ripples,The Riverfish - Life On Dry Land - 01 Ripples.flac,4072,The Riverfish - Life On Dry Land,The Riverfish - Life On Dry Land
A Collection of Cues - Vol.I,The Scorelocks Collective,2014,http://jeremymayall.bandcamp.com,1,Lawson's Attack,The Scorelocks Collective - A Collection of Cues - Vol.I - 01 Lawson's Attack.flac,4088,The Scorelocks Collective - A Collection of Cues - Vol_I,The Scorelocks Collective - A Collection of Cues - Vol_I
PENNY BLACK,The Scorelocks Collective,2015,http://jeremymayall.bandcamp.com,1,At the Photoshoot,The Scorelocks Collective - PENNY BLACK - 01 At the Photoshoot.flac,4116,The Scorelocks Collective - PENNY BLACK,The Scorelocks Collective - PENNY BLACK
Tropical Wetlands Soundtrack,The Scorelocks Collective,2015,http://jeremymayall.bandcamp.com,1,Wet Tropics Theme,The Scorelocks Collective - Tropical Wetlands Soundtrack - 01 Wet Tropics Theme.flac,4146,The Scorelocks Collective - Tropical Wetlands Soundtrack,The Scorelocks Collective - Tropical Wetlands Soundtrack
Lapwing,The Scorelocks Colletive,2015,http://jeremymayall.bandcamp.com,1,Lapwing Theme,The Scorelocks Colletive - Lapwing - 01 Lapwing Theme.flac,4161,The Scorelocks Colletive - Lapwing,The Scorelocks Colletive - Lapwing
Cursed Journey (1997),The Season,1997,http://theseason1.bandcamp.com,1,We Must Pay,The Season - Cursed Journey (1997) - 01 We Must Pay.flac,4179,The Season - Cursed Journey (1997),The Season - Cursed Journey (1997)
"Hardcore is Real (demo ""96)",The Season,1996,http://theseason1.bandcamp.com,1,Intro (Hardcore is Real),The Season - Hardcore is Real (demo -96) - 01 Intro (Hardcore is Real).flac,4185,The Season - Hardcore is Real (demo -96),The Season - Hardcore is Real (demo -96)
Next Movement,The Shakedown,2013,http://theshakedownnz.bandcamp.com,1,Soul Shakedown,The Shakedown - Next Movement - 01 Soul Shakedown.flac,4189,The Shakedown - Next Movement,The Shakedown - Next Movement
Live at The Space,The Slab,2001,http://theslab.bandcamp.com,1,The Light of Ancient Mistakes,The Slab - Live at The Space - 01 The Light of Ancient Mistakes.flac,4194,The Slab - Live at The Space,The Slab - Live at The Space
Squeakspeak,The Slab,2001,http://theslab.bandcamp.com,1,Squeakspeak,The Slab - Squeakspeak - 01 Squeakspeak.flac,4201,The Slab - Squeakspeak,The Slab - Squeakspeak
The Slab,The Slab,1999,http://theslab.bandcamp.com,1,The first one of 11th July 1997,The Slab - The Slab - 01 The first one of 11th July 1997.flac,4210,The Slab - The Slab,The Slab - The Slab
Science Club: A Stomach Compilation 001,The Stomach,2014,http://thestomach.bandcamp.com,1,Mighty Method - Above You,The Stomach - Science Club- A Stomach Compilation 001 - 01 Mighty Method - Above You.flac,4222,The Stomach - Science Club- A Stomach Compilation 001,The Stomach - Science Club- A Stomach Compilation 001
Science Club: A Stomach Compilation 002,Big Friendlies,2014,http://thestomach.bandcamp.com,1,Late Nineties,Big Friendlies - Science Club- A Stomach Compilation 002 - 01 Late Nineties.flac,4234,The Stomach - Science Club- A Stomach Compilation 002,The Stomach - Science Club- A Stomach Compilation 002
The Strugs,The Strugs,2016,http://thestrugs.bandcamp.com,1,Wayward Wandering Guy,The Strugs - The Strugs - 01 Wayward Wandering Guy.flac,4246,The Strugs - The Strugs,The Strugs - The Strugs
Demo-Lition Edition,The Stungrenades,2015,http://thestungrenades.bandcamp.com,1,666 XIII,The Stungrenades - Demo-Lition Edition - 01 666 XIII.flac,4249,The Stungrenades - Demo-Lition Edition,The Stungrenades - Demo-Lition Edition
Front Toward Enemy,The Stungrenades,2015,http://thestungrenades.bandcamp.com,1,666-13,The Stungrenades - Front Toward Enemy - 01 666-13.flac,4259,The Stungrenades - Front Toward Enemy,The Stungrenades - Front Toward Enemy
All is One,the theory of one,2013,http://thetheoryofone.bandcamp.com,1,Hey,the theory of one - All is One - 01 Hey.flac,4270,the theory of one - All is One,the theory of one - All is One
Just Be,the theory of one,2013,http://thetheoryofone.bandcamp.com,1,Idol,the theory of one - Just Be - 01 Idol.flac,4293,the theory of one - Just Be,the theory of one - Just Be
Love and Death,the theory of one,2014,http://thetheoryofone.bandcamp.com,1,All We Know,the theory of one - Love and Death - 01 All We Know.flac,4308,the theory of one - Love and Death,the theory of one - Love and Death
one,the theory of one,2012,http://thetheoryofone.bandcamp.com,1,Green Dissolves,the theory of one - one - 01 Green Dissolves.flac,4323,the theory of one - one,the theory of one - one
The Light in Darkness,the theory of one,2014,http://thetheoryofone.bandcamp.com,1,Wasting Time,the theory of one - The Light in Darkness - 01 Wasting Time.flac,4346,the theory of one - The Light in Darkness,the theory of one - The Light in Darkness
Tomorrow's Yesterday Today,the theory of one,2014,http://thetheoryofone.bandcamp.com,1,Wishing,the theory of one - Tomorrow's Yesterday Today - 01 Wishing.flac,4362,the theory of one - Tomorrow's Yesterday Today,the theory of one - Tomorrow's Yesterday Today
Lay Where You Collapse EP,the transcendents,2015,http://thetranscendents.co.nz,1,Ed Ruscha,the transcendents - Lay Where You Collapse EP - 01 Ed Ruscha.flac,4377,the transcendents - Lay Where You Collapse EP,the transcendents - Lay Where You Collapse EP
Demos,The Violet-Ohs,2014,http://thevioletohs.bandcamp.com,1,Alt-Jaywalking,The Violet-Ohs - Demos - 01 Alt-Jaywalking.flac,4381,The Violet-Ohs - Demos,The Violet-Ohs - Demos
Shultz [single],The Violet-Ohs,2014,http://thevioletohs.bandcamp.com,1,Shultz,The Violet-Ohs - Shultz -single- - 01 Shultz.flac,4387,The Violet-Ohs - Shultz -single,The Violet-Ohs - Shultz -single
Live at Grey Lynn RSC,the watts,2015,http://www.thewatts.co.nz,1,Never make a monkey,the watts - Live at Grey Lynn RSC - 01 Never make a monkey.flac,4389,the watts - Live at Grey Lynn RSC,the watts - Live at Grey Lynn RSC
Live at the Darkroom,The Wendys,2016,http://the-wendys.bandcamp.com,1,Crayfish Kev,The Wendys - Live at the Darkroom - 01 Crayfish Kev.flac,4394,The Wendys - Live at the Darkroom,The Wendys - Live at the Darkroom
The Winebox Inquiry,The Winebox Inquiry,2014,http://thewineboxinquiry.bandcamp.com,1,Itâ€™s Obvious To Me,The Winebox Inquiry - The Winebox Inquiry - 01 Its Obvious To Me.flac,4402,The Winebox Inquiry - The Winebox Inquiry,The Winebox Inquiry - The Winebox Inquiry
Lost Horizon,The Yawning Abyss,2014,http://yawningabyss.bandcamp.com,1,Lost Horizon,The Yawning Abyss - Lost Horizon - 01 Lost Horizon.flac,4409,The Yawning Abyss - Lost Horizon,The Yawning Abyss - Lost Horizon
Chasing Happy,theophilus,2015,http://theophilus1021.bandcamp.com,1,Chasing Happy,theophilus - Chasing Happy - 01 Chasing Happy.flac,4424,theophilus - Chasing Happy,theophilus - Chasing Happy
sleep walking,theophilus,2013,http://theophilus1021.bandcamp.com,1,Sleep Walking,theophilus - sleep walking - 01 Sleep Walking.flac,4428,theophilus - sleep walking,theophilus - sleep walking
Bino,Thin White Lines,2012,http://thinwhitelines.bandcamp.com,1,Body & Soul,Thin White Lines - Bino - 01 Body & Soul.flac,4434,Thin White Lines - Bino,Thin White Lines - Bino
Liar,Thin White Lines,2014,http://thinwhitelines.bandcamp.com,1,Don't Bother,Thin White Lines - Liar - 01 Don't Bother.flac,4437,Thin White Lines - Liar,Thin White Lines - Liar
The Silent Voices EP,Thin White Lines,2011,http://thinwhitelines.bandcamp.com,1,Silent Voices,Thin White Lines - The Silent Voices EP - 01 Silent Voices.flac,4440,Thin White Lines - The Silent Voices EP,Thin White Lines - The Silent Voices EP
Wastelands,Thin White Lines,2013,http://thinwhitelines.bandcamp.com,1,Bad News,Thin White Lines - Wastelands - 01 Bad News.flac,4445,Thin White Lines - Wastelands,Thin White Lines - Wastelands
Bits & Pieces,THIRSTY,2013,http://thirstymc.bandcamp.com,1,Beth Crystal,THIRSTY - Bits & Pieces - 01 Beth Crystal.flac,4451,THIRSTY - Bits & Pieces,THIRSTY - Bits & Pieces
Can U Imagine,THIRSTY,2014,http://thirstymc.bandcamp.com,1,Just Dust,THIRSTY - Can U Imagine - 01 Just Dust.flac,4458,THIRSTY - Can U Imagine,THIRSTY - Can U Imagine
Hours / Weeks,THIRSTY,2014,http://thirstymc.bandcamp.com,1,Intro,THIRSTY - Hours - Weeks - 01 Intro.flac,4466,THIRSTY - Hours - Weeks,THIRSTY - Hours - Weeks
Real (EP),THIRSTY,2013,http://thirstymc.bandcamp.com,1,Real,THIRSTY - Real (EP) - 01 Real.flac,4473,THIRSTY - Real (EP),THIRSTY - Real (EP)
Slip,THIRSTY,2013,http://thirstymc.bandcamp.com,1,Moving On,THIRSTY - Slip - 01 Moving On.flac,4478,THIRSTY - Slip,THIRSTY - Slip
Robert Scott- RePort,Thokei Tapes,2016,http://thokeitapes.bandcamp.com,1,The Too Hard Basket,Thokei Tapes - Robert Scott- RePort - 01 The Too Hard Basket.flac,4485,Thokei Tapes - Robert Scott- RePort,Thokei Tapes - Robert Scott- RePort
Sandra Bell- Aureole,Thokei Tapes,2015,http://thokeitapes.bandcamp.com,1,Industrial Nite,Thokei Tapes - Sandra Bell- Aureole - 01 Industrial Nite.flac,4506,Thokei Tapes - Sandra Bell- Aureole,Thokei Tapes - Sandra Bell- Aureole
Pretentious,Threat.Meet.Protocol,2014,http://hellisnowlove.bandcamp.com,1,Introduction,Threat_Meet_Protocol - Pretentious - 01 Introduction.flac,4520,Threat_Meet_Protocol - Pretentious,Threat_Meet_Protocol - Pretentious
Rough As Guts,Tim Moore,2015,http://meltedicecream.bandcamp.com,1,Organ Grind,Tim Moore - Rough As Guts - 01 Organ Grind.flac,4526,Tim Moore - Rough As Guts,Tim Moore - Rough As Guts
"Cheers, With Love.",Tim Wrath,2015,http://timwrath.bandcamp.com,1,Can I Just Be Yours? Pls,"Tim Wrath - Cheers, With Love_ - 01 Can I Just Be Yours- Pls.flac",4534,Tim Wrath - Cheers- With Love,Tim Wrath - Cheers- With Love
Something,Timothy Blackman,2014,http://timothyblackman.bandcamp.com,1,Something,Timothy Blackman - Something - 01 Something.flac,4542,Timothy Blackman - Something,Timothy Blackman - Something
Piano Work,Tonal Flux,2014,http://tonalflux.bandcamp.com,1,Part 1,Tonal Flux - Piano Work - 01 Part 1.flac,4548,Tonal Flux - Piano Work,Tonal Flux - Piano Work
Bony Eyes,Tongueflower,2015,http://tongueflower.bandcamp.com,1,Bony Eyes,Tongueflower - Bony Eyes - 01 Bony Eyes.flac,4550,Tongueflower - Bony Eyes,Tongueflower - Bony Eyes
Tongueflower,Tongueflower,2015,http://tongueflower.bandcamp.com,1,VCR Head,Tongueflower - Tongueflower - 01 VCR Head.flac,4553,Tongueflower - Tongueflower,Tongueflower - Tongueflower
Elixir,Totems,2015,http://cosmic-compositions.bandcamp.com,1,Echolocate,Totems - Elixir - 01 Echolocate.flac,4556,Totems - Elixir,Totems - Elixir
the dream is over,Totems,2014,http://totems.bandcamp.com,1,Kuri,Totems - the dream is over - 01 Kuri.flac,4565,Totems - the dream is over,Totems - the dream is over
Phonecalls EP,Towers,2014,http://towersnz.bandcamp.com,1,Phonecalls,Towers - Phonecalls EP - 01 Phonecalls.flac,4571,Towers - Phonecalls EP,Towers - Phonecalls EP
TOX,TOX,2016,http://toxmusic1.bandcamp.com,1,DEAD MODEL,TOX - TOX - 01 DEAD MODEL.flac,4574,TOX - TOX,TOX - TOX
Beams,Tranquillity House,2016,http://tranquillityhouse.bandcamp.com,1,Mostly Ghostly,Tranquillity House - Beams - 01 Mostly Ghostly.flac,4584,Tranquillity House - Beams,Tranquillity House - Beams
Cuppa Jarra Brossa,Transistors,2015,http://transistors.bandcamp.com,1,Confidence Man,Transistors - Cuppa Jarra Brossa - 01 Confidence Man.flac,4587,Transistors - Cuppa Jarra Brossa,Transistors - Cuppa Jarra Brossa
boost,tryonics,2012,http://tryonics.bandcamp.com,1,bo,tryonics - boost - 01 bo.flac,4592,tryonics - boost,tryonics - boost
caravan,tryonics,2015,http://tryonics.bandcamp.com,1,black rabbit,tryonics - caravan - 01 black rabbit.flac,4597,tryonics - caravan,tryonics - caravan
esmonde,tryonics,2014,http://tryonics.bandcamp.com,1,heaven,tryonics - esmonde - 01 heaven.flac,4603,tryonics - esmonde,tryonics - esmonde
mountainous,tryonics,2014,http://tryonics.bandcamp.com,1,light me up,tryonics - mountainous - 01 light me up.flac,4609,tryonics - mountainous,tryonics - mountainous
Gap/ Telling,Tuff Wizard,2015,http://tuffwizard.bandcamp.com,1,The Gap Between My Two Front Teeth,Tuff Wizard - Gap- Telling - 01 The Gap Between My Two Front Teeth.flac,4613,Tuff Wizard - Gap- Telling,Tuff Wizard - Gap- Telling
Joke Songs EP,Tuff Wizard,2013,http://tuffwizard.bandcamp.com,1,First Song,Tuff Wizard - Joke Songs EP - 01 First Song.flac,4615,Tuff Wizard - Joke Songs EP,Tuff Wizard - Joke Songs EP
VA - Twisted Frequencies Vol.1,Grouch,2014,http://twistedfrequencies.bandcamp.com,1,Soul Provider,Grouch - VA - Twisted Frequencies Vol_1 - 01 Soul Provider.flac,4626,Twisted Frequency Festival - VA - Twisted Frequencies Vol_1,Twisted Frequency Festival - VA - Twisted Frequencies Vol_1
Sand Purgatory (single - free download),Two Wolves,2014,http://twowolvesnz.bandcamp.com,1,Sand Purgatory,Two Wolves - Sand Purgatory (single - free download) - 01 Sand Purgatory.flac,4637,Two Wolves - Sand Purgatory (single - free download),Two Wolves - Sand Purgatory (single - free download)
Prelude,TZAR BEHEMOTH,2015,http://tzarbehemoth.bandcamp.com,1,Fish Out Of Water,TZAR BEHEMOTH - Prelude - 01 Fish Out Of Water.flac,4638,TZAR BEHEMOTH - Prelude,TZAR BEHEMOTH - Prelude
Unsanitary Napkin,Unsanitary Napkin,2016,http://unsanitarynapkin.bandcamp.com,1,Feminine Odour,Unsanitary Napkin - Unsanitary Napkin - 01 Feminine Odour.flac,4643,Unsanitary Napkin - Unsanitary Napkin,Unsanitary Napkin - Unsanitary Napkin
2BarsShort Vol. 2,Us,2014,http://usmusic6.bandcamp.com,1,"So Sly - Eyez, MicSure","Us - 2BarsShort Vol_ 2 - 01 So Sly - Eyez, MicSure.flac",4649,Us - 2BarsShort Vol_ 2,Us - 2BarsShort Vol_ 2
2BarsShort Vol. 3,Us,2014,http://usmusic6.bandcamp.com,1,Shit Talker,Us - 2BarsShort Vol_ 3 - 01 Shit Talker.flac,4653,Us - 2BarsShort Vol_ 3,Us - 2BarsShort Vol_ 3
LightWorkers - Ground Up,Us,2014,http://usmusic6.bandcamp.com,1,Sin City,Us - LightWorkers - Ground Up - 01 Sin City.flac,4657,Us - LightWorkers - Ground Up,Us - LightWorkers - Ground Up
Old Souls EP - Niski the Free.,Niski the Free,2014,http://usmusic6.bandcamp.com,1,Meditations.,Niski the Free - Old Souls EP - Niski the Free_ - 01 Meditations_.flac,2641,Us - Old Souls EP - Niski the Free,Us - Old Souls EP - Niski the Free
Sum of Us LP,Us,2014,http://usmusic6.bandcamp.com,1,ShoutOutToWinz,Us - Sum of Us LP - 01 ShoutOutToWinz.flac,4660,Us - Sum of Us LP,Us - Sum of Us LP
The Spirit Animals EP (Stoned Tiger / Tripping Dragon),Us,2013,http://usmusic6.bandcamp.com,1,Right on the Tip of my Tongue (Meer Cats),Us - The Spirit Animals EP (Stoned Tiger - Tripping Dragon) - 01 Right on the Tip of my Tongue (Meer Cats).flac,4671,Us - The Spirit Animals EP (Stoned Tiger - Tripping Dragon),Us - The Spirit Animals EP (Stoned Tiger - Tripping Dragon)
Julia Louis-Dreyfus,Us As Robots,2012,http://usasrobots.bandcamp.com,1,Apricity,Us As Robots - Julia Louis-Dreyfus - 01 Apricity.flac,4679,Us As Robots - Julia Louis-Dreyfus,Us As Robots - Julia Louis-Dreyfus
Legends,UTU,2015,http://sleepingcorpse.bandcamp.com,1,Old Mana [Rehearsal April 2013],UTU - Legends - 01 Old Mana -Rehearsal April 2013-.flac,4689,UTU - Sleeping Corpse - Legends,UTU - Sleeping Corpse - Legends
Weary Eyes EP,Valere,2014,http://valeremusic.bandcamp.com,1,Maria,Valere - Weary Eyes EP - 01 Maria.flac,4694,Valere - Weary Eyes EP,Valere - Weary Eyes EP
Ok Vigs Fotum Ver Skiptum,Vanargandr,2015,http://vanargandr.bandcamp.com,1,Intro - Journey to Lyngvi,Vanargandr - Ok Vigs Fotum Ver Skiptum - 01 Intro - Journey to Lyngvi.flac,4699,Vanargandr - Ok Vigs Fotum Ver Skiptum,Vanargandr - Ok Vigs Fotum Ver Skiptum
Uralten Todgeist,Vanargandr,2015,http://vanargandr.bandcamp.com,1,Sacraments (of Death),Vanargandr - Uralten Todgeist - 01 Sacraments (of Death).flac,4706,Vanargandr - Uralten Todgeist,Vanargandr - Uralten Todgeist
